timestamp,x,y,theta,v,x_ref,y_ref,theta_ref,kappa_ref,v_ref,s_ref,cte,steering_cmd,velocity_cmd
1769797810.0,0.0,-0.0030727151095734546,-0.016440245410196026,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0030727151095734546,0.02051098314339183,1.0
1769797810.02,0.006671114076050699,-0.00496273775965043,0.005014052787330639,0.9847389233929144,0.0066711140760507,0.0,0.0,0.0,1.0,0.0066711140760507,0.005125790876405429,0.020049212878788372,1.0
1769797810.04,0.0133422281521014,-0.006000005374313606,-0.0026373405430313813,0.9880426257542273,0.0133422281521014,0.0,0.0,0.0,1.0,0.0133422281521014,0.006091845864870746,0.02665210871946399,1.0
1769797810.06,0.020013342228152098,-0.0061603591226598335,-0.017938122392357925,1.0191859139998445,0.0200133422281521,0.0,0.0,0.0,1.0,0.0200133422281521,0.006608684033043466,0.03592063549652555,1.0
1769797810.08,0.026684456304202797,-0.0045373623298733965,0.0008735735069287503,1.0072847710192574,0.0266844563042028,0.0,0.0,0.0,1.0,0.0266844563042028,0.004228529955882445,0.014097178992904386,1.0
1769797810.1,0.033355570380253496,-0.004334452886633848,0.006286005618299027,0.9858455656691685,0.0333555703802535,0.0,0.0,0.0,1.0,0.0333555703802535,0.004355583282378065,0.014406383646858367,1.0
1769797810.12,0.0400266844563042,-0.004575471093894716,0.008751422643233833,1.0030812531847337,0.0400266844563042,0.0,0.0,0.0,1.0,0.0400266844563042,0.004032934929921289,0.01143338004561146,1.0
1769797810.14,0.0466977985323549,-0.00691756904191222,0.006362612894888791,0.9992636255788724,0.0466977985323549,0.0,0.0,0.0,1.0,0.0466977985323549,0.00734832473303158,0.02952738228779221,1.0
1769797810.16,0.0533689126084056,-0.007326230240496024,0.013941443297916167,1.0146375312389233,0.0533689126084056,0.0,0.0,0.0,1.0,0.0533689126084056,0.0072494737647060496,0.021928322441540585,1.0
1769797810.18,0.060040026684456294,-0.008377729256793216,0.011647279998083704,0.9961047445226736,0.0600400266844563,0.0,0.0,0.0,1.0,0.0600400266844563,0.008093088326099708,0.02739232786675064,1.0
1769797810.2,0.06671114076050699,-0.010207936627469457,-0.009592308364091829,0.988785129455518,0.066711140760507,0.0,0.0,0.0,1.0,0.066711140760507,0.01075755261632678,0.050490828937580105,1.0
1769797810.22,0.07338225483655769,-0.00887327227915331,0.008403003814804733,0.9950373358785088,0.0733822548365577,0.0,0.0,0.0,1.0,0.0733822548365577,0.009473269383478205,0.03240729239366188,1.0
1769797810.24,0.0800533689126084,-0.005312171192825216,0.012552068794537383,0.9893800946639989,0.0800533689126084,0.0,0.0,0.0,1.0,0.0800533689126084,0.0047386214439876445,0.007943803439191327,1.0
1769797810.26,0.0867244829886591,-0.005213021981753933,-0.004085848005935653,1.0024061780110216,0.0867244829886591,0.0,0.0,0.0,1.0,0.0867244829886591,0.00442763560107246,0.01944248056434248,1.0
1769797810.28,0.0933955970647098,-0.008297673935950196,0.0005291184924608891,1.0010379445916864,0.0933955970647098,0.0,0.0,0.0,1.0,0.0933955970647098,0.008779009213862859,0.03920285122201139,1.0
1769797810.3,0.10006671114076049,-0.00892578876162016,0.008594505511787424,0.992637487122463,0.1000667111407605,0.0,0.0,0.0,1.0,0.1000667111407605,0.009136094593220696,0.03260421099634691,1.0
1769797810.32,0.10673782521681119,-0.008920413208339882,-0.008896869334678406,1.0092746895697957,0.1067378252168112,0.0,0.0,0.0,1.0,0.1067378252168112,0.008572476373154296,0.038174721939889994,1.0
1769797810.34,0.1134089392928619,-0.010234407637553667,-0.022592259190226335,1.0151096011224872,0.1134089392928619,0.0,0.0,0.0,1.0,0.1134089392928619,0.01053874288592567,0.055417367651587224,1.0
1769797810.36,0.1200800533689126,-0.009922478212800671,-0.018606735596577273,0.9875818489925036,0.1200800533689126,0.0,0.0,0.0,1.0,0.1200800533689126,0.010128170907698115,0.049405479450853544,1.0
1769797810.38,0.12675116744496331,-0.008399084205724026,0.00928422453856789,0.9898555866073482,0.12675116744496331,0.0,0.0,0.0,1.0,0.12675116744496331,0.008650649545192934,0.02848296454898261,1.0
1769797810.4,0.133422281521014,-0.006592368224090709,0.00023469072241622216,0.9888167690204583,0.133422281521014,0.0,0.0,0.0,1.0,0.133422281521014,0.00570171861445915,0.019740598165894706,1.0
1769797810.42,0.1400933955970647,-0.008803291782308162,-4.510280722420806e-05,0.9993774537812713,0.1400933955970647,0.0,0.0,0.0,1.0,0.1400933955970647,0.008942017087404672,0.03903091822617632,1.0
