timestamp,x,y,theta,v,x_ref,y_ref,theta_ref,kappa_ref,v_ref,s_ref,cte,steering_cmd,velocity_cmd
1769796695.665235,-0.0,-0.007183724712960722,1.600374488472977,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,0.0063968221539088795,0.17588028200028177,0.3
1769796695.686376,-0.0,-0.007836546273088415,1.5512130511264037,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,0.007970627272012564,0.18266826125308924,0.3
1769796695.707472,-0.0,-0.008995652417237368,1.5696087037306252,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,0.009142189393343804,0.2040774213571536,0.3
1769796695.728248,-0.0,-0.010208026137048147,1.5717958629878361,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,0.009874140586355733,0.20027143495647884,0.3
1769796695.74896,-0.0,-0.011228999333975318,1.5705054046352238,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,0.011607748431444905,0.19485884519673294,0.3
1769796695.769495,-0.0,-0.011806868615671708,1.589985178255933,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,0.012205108984125317,0.1908797176226902,0.3
1769796695.790035,-0.0,-0.011228999333975318,1.5850503119175134,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,0.011607748431444905,0.18771209120994645,0.3
1769796695.810771,-0.0,-0.009551957360430623,1.57068529784678,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,0.009874140586355733,0.18440987500564263,0.3
1769796695.831181,-0.0,-0.00693990324804668,1.5794117013243352,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,0.007173983063491232,0.17443862835307425,0.3
1769796695.851725,-0.0,-0.003648523052594769,1.5776378524529076,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,0.003771586094293075,0.15420380185186797,0.3
1769796695.872209,-0.0,-1.3010426069826053e-18,1.5757418583771572,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,1.982541115402065e-18,0.1424400464667913,0.3
1769796695.892663,-0.0,0.0036485230525947665,1.5649867519778913,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.0037715860942930716,0.1297480370444198,0.3
1769796695.913345,-0.0,0.006939903248046678,1.5649552127552515,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.007173983063491229,0.10018581551636958,0.3
1769796695.933465,-0.0,0.009551957360430623,1.5984411186736924,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.00987414058635573,0.07720683187946313,0.3
1769796695.953706,-0.0,0.011228999333975318,1.582054998264111,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.011607748431444905,0.05954043943362466,0.3
1769796695.973858,-0.0,0.011806868615671711,1.5814164224178955,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.012205108984125319,0.06487717211149473,0.3
1769796695.994266,-0.0,0.011228999333975321,1.5825787848187969,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.011607748431444909,0.0846267711889425,0.3
1769796696.014567,-0.0,0.009551957360430626,1.550701497081826,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.009874140586355735,0.11942920845367277,0.3
1769796696.034812,-0.0,0.006939903248046682,1.5328178944892532,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.007173983063491233,0.14036118538696085,0.3
1769796696.055948,-0.0,0.0036485230525947726,1.5693462850877387,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.0037715860942930776,0.14573178645075105,0.3
1769796696.075606,-0.0,5.059610138265687e-18,1.5735436842465083,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-4.956352788505163e-18,0.15303557351330307,0.3
1769796696.096175,-0.0,-0.0036485230525947626,1.555593008369423,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,0.003771586094293069,0.17471747991154274,0.3
1769796696.116011,-0.0,-0.006939903248046675,1.5651553135423608,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,0.007173983063491226,0.17634358961676525,0.3
1769796696.136446,-0.0,-0.00955195736043062,1.6034085131941689,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,0.00987414058635573,0.18190841502402125,0.3
1769796696.156879,-0.0,-0.011228999333975316,1.571250854414565,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,0.011607748431444903,0.20166500631505022,0.3
1769796696.176827,-0.0,-0.011806868615671708,1.5446567151253954,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,0.012205108984125317,0.21970833969113768,0.3
1769796696.197716,-0.0,-0.011228999333975318,1.5753227833306933,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,0.011607748431444907,0.21205902277630387,0.3
1769796696.217736,-0.0,-0.009551957360430624,1.5798498027315606,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,0.009874140586355735,0.18519367536069944,0.3
1769796696.237907,-0.0,-0.006939903248046681,1.5785021664042336,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,0.007173983063491234,0.18046632906749027,0.3
1769796696.237907,-0.0,-0.0036485230525947717,1.5580857360930904,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,0.003771586094293078,0.16525180301765485,0.3
1769796696.258062,-0.0,-3.758567531283082e-18,1.575474631733293,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,4.708535149079905e-18,0.14795186687103945,0.3
1769796696.27846,-0.0,0.003648523052594765,1.5744614282887217,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.00377158609429307,0.12200827304810745,0.3
1769796696.298772,-0.0,0.006939903248046678,1.5702688461383092,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.007173983063491227,0.10943929951780784,0.3
1769796696.318728,-0.0,0.009551957360430623,1.5661463617818303,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.009874140586355731,0.10486194029354844,0.3
1769796696.338866,-0.0,0.011228999333975318,1.556932612757393,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.011607748431444905,0.08785984811262486,0.3
1769796696.359221,-0.0,0.011806868615671711,1.5855076653525952,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.012205108984125317,0.08565313568495797,0.3
1769796696.379857,-0.0,0.011228999333975321,1.564514788324988,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.011607748431444907,0.07382673568662888,0.3
1769796696.399999,-0.0,0.009551957360430628,1.5849597031799385,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.009874140586355737,0.09639739040402436,0.3
1769796696.420346,-0.0,0.006939903248046687,1.5598189458023464,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.007173983063491239,0.10323578362978003,0.3
1769796696.440664,-0.0,0.003648523052594778,1.5777912559689715,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.003771586094293083,0.12033762661488949,0.3
1769796696.460761,-0.0,1.0263780566196109e-17,1.5857236798907939,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-9.664887937585068e-18,0.14521536559070838,0.3
1769796696.481032,-0.0,-0.003648523052594758,1.5496246533746567,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,0.0037715860942930633,0.16878875488233636,0.3
1769796696.50146,-0.0,-0.00693990324804667,1.5700576703283293,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,0.007173983063491221,0.19767849974513474,0.3
1769796696.522041,-0.0,-0.009551957360430614,1.5644160056899925,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,0.009874140586355726,0.20949708790265253,0.3
1769796696.541879,-0.0,-0.011228999333975311,1.5534715527111826,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,0.011607748431444897,0.21760005093420276,0.3
1769796696.561875,-0.0,-0.011806868615671706,1.5715947661294207,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,0.012205108984125313,0.22626981194268644,0.3
1769796696.582225,-0.0,-0.011228999333975318,1.5538464797478202,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,0.011607748431444909,0.21455903621024822,0.3
1769796696.60255,-0.0,-0.009551957360430628,1.56976377461149,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,0.009874140586355737,0.1871137902815282,0.3
1769796696.622802,-0.0,-0.006939903248046687,1.6063382328817164,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,0.007173983063491241,0.15851846117232574,0.3
1769796696.642825,-0.0,-0.003648523052594778,1.581485025518644,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,0.0037715860942930854,0.14211884799237165,0.3
1769796696.663359,-0.0,-8.014285714286745e-05,1.5676317585788708,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,1.0408340855860843e-17,0.15107965886695554,0.3
1769796696.683625,-0.0,0.0031806659097376147,1.5538514848901512,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.00353115752286449,0.13863588724774348,0.3
1769796696.703754,-0.0,0.005477474676618098,1.572217241957985,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.006010840206348361,0.12675058007541876,0.3
1769796696.724887,0.000374,0.006263814503287761,1.5669544756676135,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.00689042630064144,0.11199356364711377,0.3
1769796696.744506,0.0018093333333333331,0.00520142790540389,1.573667098699414,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.005890177002873476,0.1194251913086715,0.3
1769796696.764775,0.004641333333333333,0.0021094400442431445,1.5688989329849083,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.0028236804126967516,0.1411405359080097,0.3
1769796696.784811,0.00852,-0.0030865720945960993,1.5571438593504972,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,0.002385537282840797,0.17316365217630056,0.3
1769796696.804962,0.012783999999999998,-0.010270114068140794,1.5655302166193104,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,0.009697859413644256,0.20043044676078528,0.3
1769796696.825422,0.017126,-0.019080882466239023,1.589539523216626,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,0.01872694550793733,0.24466590670114205,0.3
1769796696.845663,0.021551333333333336,-0.029017048375976646,1.5613570788713078,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,0.028817842477135484,0.2894145767950573,0.3
