timestamp,x,y,theta,v,x_ref,y_ref,theta_ref,kappa_ref,v_ref,s_ref,cte,steering_cmd,velocity_cmd
1769796197.172568,-0.0,0.0,1.562012687504363,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.0,0.14699981208770607,0.3
1769796197.193684,-0.0,0.0,1.574093873584383,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.0,0.14725623356590797,0.3
1769796197.214582,-0.0,0.0,1.5665147516751616,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.0,0.14502508575456932,0.3
1769796197.235314,-0.0,0.0,1.5753995743723948,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.0,0.1480190827438881,0.3
1769796197.25608,-0.0,0.0,1.5561298916484705,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.0,0.1481576407966401,0.3
1769796197.276962,-0.0,0.0,1.5656834033586495,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.0,0.1502627203525131,0.3
1769796197.29744,-0.0,0.0,1.5627690970371568,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.0,0.14816909407453213,0.3
1769796197.317834,-0.0,0.0,1.5686916493163563,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.0,0.14704476402234942,0.3
1769796197.33869,-0.0,0.0,1.5724293836717458,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.0,0.14486512035971666,0.3
1769796197.358921,-0.0,0.0,1.5758469590129534,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.0,0.1432480226506452,0.3
1769796197.379252,-0.0,0.0,1.578394235570785,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.0,0.14320940342190613,0.3
1769796197.399691,-0.0,0.0,1.5726610990441803,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.0,0.1448040584460848,0.3
1769796197.42008,-0.0,0.0,1.5662790288678814,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.0,0.14450036023991653,0.3
1769796197.440806,-0.0,0.0,1.5802164248077946,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.0,0.1448295136950107,0.3
1769796197.460779,-0.0,0.0,1.5706861783136152,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.0,0.14638593362591126,0.3
1769796197.48087,-0.0,0.0,1.556940509282478,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.0,0.14847664112020917,0.3
1769796197.501315,-0.0,0.0,1.5676721798420072,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.0,0.14819761247171162,0.3
1769796197.521974,-0.0,0.0,1.5723603502046004,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.0,0.1471317256853615,0.3
1769796197.541878,-0.0,0.0,1.5633358300005786,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.0,0.14477196345442342,0.3
1769796197.562853,-0.0,0.0,1.5818307532276359,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.0,0.14328309678018888,0.3
1769796197.582376,-0.0,0.0,1.5812935502500076,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.0,0.14178518673766285,0.3
1769796197.602677,-0.0,0.0,1.5723232902557347,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.0,0.14055029063280478,0.3
1769796197.62289,-0.0,0.0,1.5892401298567844,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.0,0.1440523732124607,0.3
1769796197.643135,-0.0,0.0,1.560281054772072,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.0,0.14410502284318497,0.3
1769796197.643135,-0.0,0.0,1.572007392471389,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.0,0.14641930900065311,0.3
1769796197.663533,-0.0,0.0,1.5753544129119756,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.0,0.14301322065197156,0.3
1769796197.683756,-0.0,0.0,1.5807175848641613,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.0,0.14223608724029704,0.3
1769796197.704156,-0.0,0.0,1.5766701929414362,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.0,0.14098867263338533,0.3
1769796197.723841,-0.0,0.0,1.582838900553446,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.0,0.141098403268851,0.3
1769796197.744244,-0.0,0.0,1.5800592010513672,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.0,0.14294653830436385,0.3
1769796197.764756,-0.0,0.0,1.5655813827283591,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.0,0.1434590446288216,0.3
1769796197.784806,-0.0,0.0,1.5797638626066994,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.0,0.14409598265213472,0.3
1769796197.805067,-0.0,0.0,1.5762375729114886,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.0,0.14323514264304274,0.3
1769796197.825035,-0.0,0.0,1.5707464227829109,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.0,0.14404421664447795,0.3
1769796197.845421,-0.0,0.0,1.5749094185980883,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.0,0.14318782274910805,0.3
1769796197.865707,-0.0,0.0,1.5813759362837079,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.0,0.14285331662382114,0.3
1769796197.885716,-0.0,0.0,1.5727534595346324,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.0,0.14217414288354677,0.3
1769796197.905957,-0.0,0.0,1.5789844610397346,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.0,0.14548778055413825,0.3
1769796197.925966,-0.0,0.0,1.561494110260159,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.0,0.14557998380613346,0.3
1769796197.946396,-0.0,0.0,1.5722002400226611,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.0,0.1478937094610616,0.3
1769796197.966673,-0.0,0.0,1.5651021071101658,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.0,0.1468374810668589,0.3
1769796197.986901,-0.0,0.0,1.567831480625375,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.0,0.1455469784955035,0.3
1769796198.007453,-0.0,0.0,1.5799432554507935,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.0,0.14577601166920953,0.3
1769796198.027937,-0.0,0.0,1.5637279080679296,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.0,0.14454243330966188,0.3
1769796198.047903,-0.0,0.0,1.575232950782661,0.3,0.0,0.0,1.570796,0.666667,1.0,0.0,-0.0,0.14680457959986645,0.3
